"Anzfer Farms","Anzfer Farms","Joseph Ferriso","Silver Bench","917.774.4563","Cypress & silver leafed OSB","","57L x 12W x 16.5H","None","","$1150","$2300",".5","please inquire for additional options & sizes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Building on previous reflection experiments, silver leaf was used as a means to transport hidden color to the surface. The lower silver painted surface reflects the color from above, changing with lighting conditions and viewpoints.  Influenced by the color theory of Albers and the installations of Turrell, the works seem to have an internal glow that casts color on tactile surfaces. Made from salvaged wood, each piece is unique, playing with the materials' history. ","","","Catalog","Seating","","","","",""
"Anzfer Farms","Anzfer Farms","Joseph Ferriso","Black & White Branch Lamp","917.774.4563","Wood & light","","20L x 24W x 74H","Light","","$550","$1100",".5","please inquire for additional options & sizes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","A contrasting and modern floor lamp composed of found elements. Created by Jonathan Anzalone and Joseph Ferriso out of reclaimed douglas fir and tree branches native to Ocean Beach, San Francisco. Due to the nature of the materials, each piece is extremely unique.","","","Catalog","Lighting","","","","",""
"Anzfer Farms","Anzfer Farms","Joseph Ferriso","Stump","917.774.4563","Wood","","12W x 11.75D x 17H","None","","$350","$700",".5","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Sometimes the most compelling element already exists. This found piece of weathered wood was cut to provide the surface for the reflective silver paint. Created by Jonathan Anzalone and Joseph Ferriso out of reclaimed douglas fir.  Due to the nature of the material, each piece is extremely unique.","","","Catalog","Seating","","","","",""
"Basil Racuk","Basil Racuk","Basil Racuk","Weekender","","Oil tan leather & waxed cotton","","9H x 23L x 9.5D w/ 5Drop","None","Black body & red handle","$571","$1488",".6162634408602151","Please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","The Weekender is exactly that, an example of the archetypal weekend bag. It is also one of the origin pieces of Basil's line. The infinite color options of the handles provide a ""wink"" of playfulness. Intricate stitching and buckle details complement the trademark handles. 					""Luxury is about time. I make each piece slowly and to last. Meticulousness requires time, an investment; and time is increasingly rare, it is special.” ","","","Catalog","Accessories","","","","",""
"Basil Racuk","Basil Racuk","Basil Racuk","Paper Bag","","Suede & vegetable tanned leather","","14H x 8L x 4D w/ 10Drop","None","Black, blue, or charcoal","$95","$248",".6169354838709677","Please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","The Paper Bag is a nod to the women in Basil's life. It was designed to be durable, but vibrant enough to show off. The Paper Bag is a beautiful piece for everyday use.""Luxury is about time. I make each piece slowly and to last. Meticulousness requires time, an investment; and time is increasingly rare, it is special.” ","","","Catalog","Accessories","","","","",""
"Basil Racuk","Basil Racuk","Basil Racuk","NWBLK Tote","","Black oil tan leather","","14.75H x 15.75W x 3.5D w/ 7Drop","None","Black","$318","$828",".6159420289855072","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","A sharp, black leather hand bag designed in collaboration with Steven Miller.  Intricate stitching and buckle details complement the trademark handles. Utilitarian, the tote is large enough for display and reference materials. ""Luxury is about time. I make each piece slowly and to last. Meticulousness requires time, an investment; and time is increasingly rare, it is special.""","","","Catalog","Accessories","","","","",""
"Basil Racuk","Basil Racuk","Basil Racuk","Pouch","","Saddle leather or suede","","4.5H x .25W","None","Saddle leather (black, dark brown, or red)","$63","$165",".6181818181818182","Suede (black, gray, or blue)","$98","$38",".6122448979591837","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","The pouch is intended to be a container for storing items that might otherwise be lost in a larger bag. Customizable and handcrafted, it's both vibrant and beautiful. ""Luxury is about time. I make each piece slowly and to last. Meticulousness requires time, an investment; and time is increasingly rare, it is special.” ","","","Catalog","Accessories","","","","",""
"Mike and Maaike","BlankBlank","Rob Zinn","Juxtaposed: Power","916.775.1730","Wood & books","","36W x 5H x 8D","","","","$3000","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-5wks","","2,451 pages 2,390 years 2,251 wars 432 revolutions 90 empires 7 books 1 shelf.For the first time, seven of the world's most seminal texts on power and its relationship to the ordering of society are brought together and presented on the same level.Designed by Mike & Maaike","Through BlankBlank. (1) Available for display. No wholesale price offered, but 20% commission for consignment (essentially $600 on sale).","Consigned","Catalog","Casegoods","","","","",""
"Brad Ascalon","Brad Ascalon","Brad Ascalon","Reflection: A Tribute to Tobias Wong","917.509.4778","Oak, MDF, & Glass","","84 Hx 48W x 12D","Light","","","Pricing by request only.","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","The work of Tobias Wong questioned the value system of objects and pretensions of designers with wit, satire and humor. Wong created 'Mirror Puzzle' to reflect environment versus the static image. Because the subject of 'Mirror Puzzle' will always change, it is never final. It is never complete. 'Reflection' refers to the notion of continuity and incompleteness by signifying that a physical representation is merely part of that which is remembered.","","","Catalog","Miscellaneous","","","","",""
"Brad Ascalon","Brad Ascalon","Brad Ascalon"," Service one","917.509.4778","","~80 lbs","74W x 22D x 41H","","","","Pricing by request only","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","Commissioned by Architectural Digest, the form resonates in Classicism, replete with a beautifully detailed Baroque lacquered top and spindled legs (which to add tongue-in-cheek to the piece,the legs are intentionally too short to reach the floor). The front facade adds a striking contemporary counterpoint with an experimental approach to traditional glass mosaics. The result is an elegant yet contrasting one of a kind work of art.","","","Catalog","Casegoods","","","","",""
"Paul Budnitz","Budnitz Bicycles","Nick Santora","No. 1","973.868.2606","Titanium frame","","","Light","S M, L, & XL","","$5600","1","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-3wks","","No.1 is fast, beautiful, comfortable, and extremely lightweight. This top-of-the-line city bicycle, is equally suited as a commuter or for a week long trek across Europe. The titanium frame has twin top-tubes that are engineered to absorb road shock. This bicycle is quick handling and responsive on the road. The brushed titanium frame is engineered to absorb road shock, will never rust or corrode, and will last a lifetime.","","Consigned","Catalog","Miscellaneous","","","","",""
"Paul Budnitz","Budnitz Bicycles","Nick Santora","No. 2","973.868.2606","Titanium frame","","","Light","S, M, L, & XL","","$5600","1","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-3wks","","The Titanium No.2 is designed to be a very fast and comfortable bike created specifically for city riding. The twin arched titanium top-tubes are engineered to absorb road shock. So are two big, fat, slick 2.35” racing tires that roll smoothly over just about anything. The brushed titanium frame is engineered to absorb road shock, will never rust or corrode, and will last a lifetime.","","Consigned","Catalog","Miscellaneous","","","","",""
"Paul Budnitz","Budnitz Bicycles","Nick Santora","No. 3","973.868.2606","Steel frame","","","Light","Black (S, M, L, & XL)","","$2600","1","Stainless (S, M, L, & XL)","$2600","","1","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","Paul Budnitz conceived of No.3 as a very fast bicycle that would be ideal for urban riding, with two big 29-inch wheels and wide tires that comfortably fly over rough roads.Model No.3’s frame geometry is aggressive enough so that the rider has real power behind the pedals but does not sacrifice elegance or comfort. ","","Consigned","Catalog","Miscellaneous","","","","",""
"Paul Budnitz","Budnitz Bicycles","Nick Santora","No. 3 Honey Edition","973.868.2606","Steel frame","","","Light","S, M, L, & XL","","$2900","1","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","Model No.3 Honey Edition is our ultimate all-around city bicycle with an elegant makeover, including a Brooks titanium-rail honey-leather saddle, matching honey grips, and German-made creme tires. Titanium seatpost, badges, and handlebars.","","Consigned","Catalog","Miscellaneous","","","","",""
"Paul Budnitz","Budnitz Bicycles","Nick Santora","No. 4","973.868.2606","Steel frame","","","Light","Black (S, M, L, & XL)","","$2600","1","Stainless (S, M, L, & XL)","$2600","","1","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","Small bike, big city. The beloved Model No.4 was created specifically for travel and big city living.This nimble little bicycle is perfect for navigating traffic, jumping potholes, and rolling into elevators. No.4 turns on a dime and looks great in the corner of small apartments. It fits into the trunk of a car and travels easily by airplane.","","Consigned","Catalog","Miscellaneous","","","","",""
"Burwell & Sons","Burwell & Sons","","Homage series: Cabinet & Horn","650.532.5046","Walnut & walnut veneer","","22D x 21.75W x 41.5H","","Set of two horns & two cabinets","","$80000","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","Leveraging the finest components every manufactured, the Burwell & sons team hand craft wood cabinets to achieve the finest level of audio reproduction. The marquetry like construction of the horns provide added aesthetic value and historical reference. Each pair is custom manufactured for each client.","All items are unique","","Catalog","Miscellaneous","","","","",""
